word,trans,exp,level,memory,modify,pron,filelink
"on","","【訳語】
～できる・可能の活用
【用例】 【活用】動詞に後置して～が可能であるということを示す。 (de)
cf:〈派生〉 onea",0,0,0,""
"pa","〈接尾辞〉 ～達・複数形","【造語】 (de)新辞書移行以前",0,0,0,""
"uks","","【訳語】
～の・名詞化の活用
【用例】 【活用】 (de)",0,0,0,""
"uR","〈接尾辞〉 ～している・進行","【造語】 (de)新辞書移行以前",0,0,0,""
"uxxe","〈接尾辞〉 ～す・未来","【語法】 確信的な未来・予定された未来を指す。予想はまた別の単語。
【造語】 (de)新辞書移行以前
cf:〈似義〉 or",0,0,0,""
"xel","〈接尾辞〉 ～するべき・義務","【造語】 (de)新辞書移行以前",0,0,0,""
"yur","〈動詞〉 ～っていく・緩い進行の活用","【語法】 徐々にＶっていく、時間のかかる開始で、その最中。[例:wog-yur 動きだしゆく]
【造語】 (de)新辞書移行以前",0,0,0,""
"i'r","〈接尾辞〉 ～したい・希望","【造語】 (de)新辞書移行以前
【変更】 h291104 Zir i'r (de)",0,0,0,""
"aldeyn","〈感嘆詞〉 あけおめ・新年のあいさつ","【語法】 本来の形は”aleksKr cykk deyny”となり、意味は”喜ばしいアレクスの日”、元々は元旦を指す言葉ったが、転じて祝う言葉となった。
【造語】 (de)新辞書移行以前",0,0,0,""
"Cao","","【訳語】
シャオ！
【用例】 【感嘆詞】主に他人を誘う時に使う掛け声 (de)",0,0,0,""
"cayna","〈感嘆詞〉 よろしく・初めまして・これからよろしく","【語法】 初対面の相手への自己紹介が終わった時に使う、言われた相手はcaynalと返すのが礼儀。 
【造語】 (de)新辞書移行以前",0,0,0,""
"Cirordo","","【訳語】
さよなら
【用例】 【感嘆詞】 (de)",0,0,0,""
"dag","","【訳語】
(注目を求めるときの)ほら
【用例】 【感嘆詞】 (de)",0,0,0,""
"eriy","","【訳語】
いいえ・no
【用例】 【感嘆詞】 (de)",0,0,0,""
"isea","〈感嘆詞〉 ～したくない
〈動詞〉 望まない","【語法】 何かを誘われたとき、それを断るときに使う。
【造語】 (de)新辞書移行以前
cf:〈派生〉 ea",0,0,0,""
"jeni","","【訳語】
そう・はい・yes
【用例】 【感嘆詞】理解するという動詞にも使う (de)",0,0,0,""
"jeru","","【訳語】
そう・はい・yes
【用例】 【感嘆詞】理解するという動詞にも使う (de)",0,0,0,""
"walfy'ya","〈感嘆詞〉 おはよう","【語法】 主に朝～正午まで用いられる挨拶、地方によるが午後に使うと侮辱になり大変危険
【造語】 (de)新辞書移行以前
【変更】 h291215 walfyYA walfy'ya",0,0,0,""
"cyow","","【訳語】
名称を問う
【用例】 【疑問詞】 (de)",0,0,0,""
"erDi","","【訳語】
目的語を問う
【用例】 【疑問詞】 (de)",0,0,0,""
"felio","","【訳語】
場所を問う
【用例】 【疑問詞】 (de)",0,0,0,""
"hard","〈疑問詞〉 主語を問う・誰が・何が","【造語】 (de)新辞書移行以前",0,0,0,""
"igar","","【訳語】
時制を問う
【用例】 【疑問詞】 (de)",0,0,0,""
"lgy","","【訳語】
数詞を問う
【用例】 【疑問詞】 (de)",0,0,0,""
"tuzi","","【訳語】
形容詞を問う
【用例】 【疑問詞】 (de)",0,0,0,""
"wels","","【訳語】
理由を問う
【用例】 【疑問詞】 (de)",0,0,0,""
"ady","〈形容詞〉 調子の悪い","【造語】 (de)新辞書移行以前",0,0,0,""
"akozitt","〈副詞〉 確かに・間違いなく","【造語】 (de)新辞書移行以前",0,0,0,""
"alekt","〈形容詞〉 ～でない(強い否定)","【造語】 (de)新辞書移行以前",0,0,0,""
"alQe","〈形容詞〉 ありえない","【用例】 (de)新辞書移行以前",0,0,0,""
"arlslen","〈形容詞〉 中級の","【造語】 (le)新辞書移行以前",0,0,0,""
"beanik","","【訳語】
汚い
【用例】 【形容詞】 (de)",0,0,0,""
"cagna","","【訳語】
凡百の
【用例】 【形容詞】 (de)",0,0,0,""
"cai","","【訳語】
あの
【用例】 【形容詞】 (de)",0,0,0,""
"canorir","","【訳語】
近くの・目と鼻の先の
【用例】 【形容詞】 (de)",0,0,0,""
"caqr","","【訳語】
少ない
【用例】 【形容詞】 (de)",0,0,0,""
"Cayly","","【訳語】
単純な
【用例】 【形容詞】 (de)",0,0,0,""
"celuey","","【訳語】
華やかな
【用例】 【形容詞】 (de)",0,0,0,""
"Ceniy","","【訳語】
綺麗な
【用例】 【形容詞】 (de)",0,0,0,""
"cieyni","","【訳語】
再びの
【用例】 【形容詞】 (de)",0,0,0,""
"Cleq","","【訳語】
酸っぱい
【用例】 【形容詞】 (de)",0,0,0,""
"deyny","〈形容詞〉 喜ばしい","【語法】 やや古風。
【造語】 (de)新辞書移行以前
cf:〈派生〉 deytam",0,0,0,""
"dyr","","【訳語】
短い
【用例】 【形容詞】 (de)",0,0,0,""
"edyrsu","","【訳語】
伝統の・特別な
【用例】 【形容詞】 (de)",0,0,0,""
"elia","","【訳語】
偉大
【用例】 【形容詞】 (de)",0,0,0,""
"enoks","","【訳語】
次の・続いた先
【用例】 【形容詞】 (de)",0,0,0,""
"ent","","【訳語】
うるさい・耳障りな
【用例】 【形容詞】 (de)",0,0,0,""
"eriq","","【訳語】
そのままの・むき出しの
【用例】 【形容詞】 (de)",0,0,0,""
"essa","","【訳語】
正式
【用例】 【形容詞】 (de)",0,0,0,""
"felir","","【訳語】
とても
【用例】 【形容詞】 (de)",0,0,0,""
"fycw","","【訳語】
普段の・特別でない
【用例】 【形容詞】 (de)",0,0,0,""
"gailen","","【訳語】
下級の
【用例】 【形容詞】 (le)",0,0,0,""
"gerks","","【訳語】
絵のような
【用例】 【形容詞】 (de)",0,0,0,""
"godir","","【訳語】
自在に・思いのままに
【用例】 【形容詞】 (de)",0,0,0,""
"gordi","〈形容詞〉 大きな","【造語】 (de)新辞書移行以前",0,0,0,""
"gulist","","【訳語】
怒り
【用例】 【形容詞】 (de)",0,0,0,""
"helsten","","【訳語】
下級以下の
【用例】 【形容詞】 (le)",0,0,0,""
"henpty'a","","【訳語】
短縮して・簡潔に
【用例】 【形容詞】 (de)",0,0,0,""
"jenirt","","【訳語】
一番の
【用例】 【形容詞】 (de)",0,0,0,""
"jorlisk","","【訳語】
外来の、外因の
【用例】 【形容詞】 (de)",0,0,0,""
"jorq","","【訳語】
怪しい
【用例】 【形容詞】 (de)",0,0,0,""
"katty","","【訳語】
そのままの・本来の
【用例】 【形容詞】 (de)",0,0,0,""
"KeRw","","【訳語】
良い
【用例】 【形容詞】英語の""good”に近い意味、ただし”好ましい”の意味もある。 (de)",0,0,0,""
"Kon","","【訳語】
高位の
【用例】 【形容詞】 (de)",0,0,0,""
"korpu","","【訳語】
近い
【用例】 【形容詞】物理的な近さ (de)",0,0,0,""
"Kwikk","","【訳語】
広い
【用例】 【形容詞】 (de)",0,0,0,""
"Kyyn","","【訳語】
狂った
【用例】 【形容詞】 (de)",0,0,0,""
"lagey","","【訳語】
また・再び・再度
【用例】 【形容詞】 (de)",0,0,0,""
"lalu","","【訳語】
唯一の
【用例】 【形容詞】 (de)",0,0,0,""
"lanjett","〈形容詞〉 空中の","【造語】 (de)",0,0,0,""
"lea","","【訳語】
～だけの・唯一～の
【用例】 【前置詞】 (de)",0,0,0,""
"leyM","","【訳語】
（程度などが）高い
【用例】 【形容詞】 (de)",0,0,0,""
"likka","","【訳語】
先験的な
【用例】 【形容詞】 (de)",0,0,0,""
"lisk","","【訳語】
外からの
【用例】 【形容詞】 (de)",0,0,0,""
"lott","","【訳語】
人工的・不自然な
【用例】 【形容詞】 (de)",0,0,0,""
"Luirt","","【訳語】
三番目
【用例】 【形容詞】 (de)",0,0,0,""
"nalia","〈副詞〉 ずっと・延々と","【造語】 (de)新辞書移行以前",0,0,0,""
"netu","","【訳語】
みずぼらしい
【用例】 【形容詞】 (de)",0,0,0,""
"olka","","【訳語】
下品な
【用例】 【形容詞】 (ax)",0,0,0,""
"pal'an","","【訳語】
とうに・すでに・随分と前に
【用例】 【形容詞】 (le)",0,0,0,""
"piker","","【訳語】
後験的な
【用例】 【形容詞】 (de)",0,0,0,""
"qast","","【訳語】
空想の
【用例】 【形容詞】 (de)",0,0,0,""
"riven","","【訳語】
お手本・模範的な
【用例】 【形容詞】 (de)",0,0,0,""
"Rlrd","","【訳語】
古い
【用例】 【形容詞】 (de)",0,0,0,""
"segn","","【訳語】
強い
【用例】 【形容詞】 (de)",0,0,0,""
"skirt","","【訳語】
二番目の
【用例】 【形容詞】 (de)",0,0,0,""
"stey","","【訳語】
～の目の前で
【用例】 【前置詞】 (de)",0,0,0,""
"tang","","【訳語】
～ばかりを
【用例】 【前置詞】 (de)",0,0,0,""
"teyntaq","","【訳語】
捗っている・捗々しい
【用例】 【形容詞】 (de)",0,0,0,""
"tilbs","","【訳語】
大事ではない・不必要な
【用例】 【形容詞】 (de)",0,0,0,""
"tily","","【訳語】
多い
【用例】 【形容詞】 (de)",0,0,0,""
"tolt","〈形容詞〉 盲目の・見えない
〈副詞〉 手探りで","【造語】 (de)新辞書移行以前",0,0,0,""
"trew","","【訳語】
チープな・安っぽい
【用例】 【形容詞】 (de)",0,0,0,""
"tywar","","【訳語】
真ん中
【用例】 【形容詞】 (de)",0,0,0,""
"vel'ed","","【訳語】
野生の
【用例】 【形容詞】 (de)",0,0,0,""
"veliq","","【訳語】
法的な・法に定められた
【用例】 【形容詞】 (de)",0,0,0,""
"virKKat","","【訳語】
半分
【用例】 【形容詞】 (de)",0,0,0,""
"vortlen","","【訳語】
上級の
【用例】 【形容詞】 (le)",0,0,0,""
"vytel","","【訳語】
綺麗な
【用例】 【形容詞】 (de)",0,0,0,""
"waif","〈動詞〉 疲れる
〈形容詞〉 疲れた","【造語】 (de)新辞書移行以前",0,0,0,""
"xelnik","","【訳語】
綺麗な・清浄な
【用例】 【形容詞】 (de)",0,0,0,""
"xiy","","【訳語】
新しい
【用例】 【形容詞】 (de)",0,0,0,""
"xleyn","","【訳語】
正常な
【用例】 【形容詞】 (de)",0,0,0,""
"yeing","","【訳語】
産まれたての・幼い
【用例】 【形容詞】 (de)",0,0,0,""
"nel","","【訳語】
～など
【用例】 【後置詞】代名詞・名詞の後に置き”～のみならず”という意味になる、主語として使うと”皆・この場の全員”となる、目的語にはならないので注意。 (de)",0,0,0,""
"tete","","【訳語】
～のように
【用例】 【後置詞】これを形容詞に後置することで形容詞を名詞の前に置くことができる。 (de)",0,0,0,""
"tritnia","","【訳語】
～してしまう
【用例】 【後置詞】 (de)",0,0,0,""
"-bef pal'an","","【訳語】
～するに早すぎた・～ですらない
【用例】 【熟語】S V-bef pal'an (de)",0,0,0,""
"-est jen","","【訳語】
～してみせて
【用例】 【熟語】軽蔑を込めた言い方。 (de)",0,0,0,""
"-ly pal'an","","【訳語】
～するに遅すぎた・とっくのとうに
【用例】 【熟語】S V-ly pal'an (de)",0,0,0,""
"lirse lot les tilbs","","【訳語】
それだけなのだけれど
【用例】 【熟語】 (de)",0,0,0,""
"bey","〈文頭詞〉 もしも～なら・if
〈動詞〉 閉じる","【造語】 (de)新辞書移行以前
cf:〈同義〉 pniaCa
cf:〈併用〉 eq'anu",0,0,0,""
"emen","〈接続詞〉 ＆・～と
〈動詞〉 足す・加算する","【造語】 (de)新辞書移行以前",0,0,0,""
"enmecia","〈接続詞〉 ～と～・＆","【語法】 冗長。韻文の音合わせや、文語表現・強調に使う。
【造語】 (de)新辞書移行以前",0,0,0,""
"fain","〈接続詞〉 ～だから～せよ","【語法】 ”理由 fain 命令文”で”～なので～せよ”と意味する。
kapとは違い、命令するときにしか使わない。
【造語】 (de)新辞書移行以前
cf:〈似義〉 kap",0,0,0,""
"lot","〈動詞〉 ～は・be
〈接続詞〉 等位","【語法】 最も基礎的、用法はほとんどbe動詞。ただし、文節同士の等位、”つまり”・”即ち”をも示す。
数学に於いて=を読む際にも使われる。
【造語】 (de)新辞書移行以前",0,0,0,""
"peste","","【訳語】
～であり～でもある
【用例】 【接続詞】 (de)",0,0,0,""
"pniaCa","〈文頭詞〉 もしも～なら・if","【造語】 (de)新辞書移行以前
cf:〈同義〉 bey
cf:〈併用〉 eq'anu",0,0,0,""
"rurz","","【訳語】
～と比べて
【用例】 【接続詞】動詞 A rurz B でBに比べてAは動詞だ、となる。 (de)",0,0,0,""
"sea","","【訳語】
～と
【用例】 【接続詞】 (de)",0,0,0,""
"seyn","","【訳語】
～したら・~したとき
【用例】 【接続詞】英語の対訳はwhen (de)",0,0,0,""
"vyuq","","【訳語】
～のような
【用例】 【接続詞】 (de)",0,0,0,""
"walir","〈接続詞〉 ～のような・装飾","【語法】 この単語以来の句を形容詞句として扱う。 (de)
【造語】 (de)新辞書移行以前",0,0,0,""
"yent","","【訳語】
点
【用例】 【接続詞】~.~ (de)",0,0,0,""
"aca","〈接尾辞〉 ~な人","【語法】 形容詞につけて、”～な人”という意味の代名詞とする。",0,0,0,""
"-alpen","","【訳語】
~によって・～に対して
【用例】 【接尾辞】 (de)",0,0,0,""
"-alu","","【訳語】
～してもらう
【用例】 【接尾辞】 (de)",0,0,0,""
"aM","〈接尾辞〉 ～人・～の人々","【語法】 名詞に後置し、～に所属する人のことを指す。 
【造語】 (de)新辞書移行以前",0,0,0,""
"-ania","","【訳語】
～しちゃった
【用例】 【接尾辞】tritniaよりも軽い表現、動詞につける。 (de)",0,0,0,""
"-art","","【訳語】
～さん
【用例】 【接尾辞】名詞に後置し敬意を表す。 (de)",0,0,0,""
"-bakt","","【訳語】
～諸君・～等よ
【用例】 【接尾辞】 (de)",0,0,0,""
"ela","〈接尾辞〉 ～すら","【語法】 限定・波及。名詞に後置する。
【造語】 (tl de)新辞書移行以前
【注意】 語形はtl、意味はde",0,0,0,""
"-ian","","【訳語】
～職人
【用例】 【接尾辞】 (de)",0,0,0,""
"oy","〈接尾辞〉 ～してもよい・許可","【造語】 (de)新辞書移行以前",0,0,0,""
"-Qen","","【訳語】
～質
【用例】 【接尾辞】 (de)",0,0,0,""
"-Ragi","","【訳語】
～する者
【用例】 【接尾辞】(動詞につけて)～する人 (de)",0,0,0,""
"-ta","","【訳語】
強調
【用例】 【接尾辞】単語の最後の母音を削除して後置し、意味を強調する。 (de)",0,0,0,""
"-tai","","【訳語】
～か・弱化
【用例】 【接尾辞】 (de)",0,0,0,""
"un","〈接尾辞〉 ～を・目的格","【造語】 (de)新辞書移行以前",0,0,0,""
"xyk","〈接尾辞〉 ～番目・序数
〈動詞〉 安定する
〈形容詞〉 安定した・定まれり","【語法】 序数の意味もあるのは、もともと序数を”安定した(数)”と表したから。後に二つは分離したが、再分析されて同形になった。
【造語】 (de)新辞書移行以前",0,0,0,""
"dlxa","","【訳語】
～にとって・於いて
【用例】 【前置詞】 (de)",0,0,0,""
"et","","【訳語】
～から～まで
【用例】 【前置詞】 (de)",0,0,0,""
"ete","〈前置詞〉 ~の中で","【語法】 国名のeteとは無関係
【造語】 (de)新辞書移行以前",0,0,0,""
"eype","〈前置詞〉 ~によって・～に対して","【用例】 例 V　eype tun O[OのままでVする]
【造語】 (de)新辞書移行以前",0,0,0,""
"lo","〈前置詞〉 ~のために・for
〈前置詞〉 (主に宛名で)～へ","【語法】 稀々に”～の為の”・”～についての”の意味で、本・文章の表題に使う。
【造語】 (de)新辞書移行以前",0,0,0,""
"na","","【訳語】
～が
【用例】 【前置詞】後におかれた単語を主格にする (de)",0,0,0,""
"ot","〈前置詞〉 ～に・in・於","【造語】 (de)新辞書移行以前
【変更】 h291214 obi on",0,0,0,""
"ped","〈前置詞〉 ～を","【語法】 後におかれた単語、ないし句を目的格にする。
【造語】 (de)新辞書移行以前",0,0,0,""
"rib","〈前置詞〉 to ～に向かって・～へ","【造語】 (de)新辞書移行以前",0,0,0,""
"rik","","【訳語】
～から・～より
【用例】 【前置詞】 (de)",0,0,0,""
"sa","","【訳語】
on・～に乗って
【用例】 【前置詞】 (de)",0,0,0,""
"tun","〈前置詞〉 ～に沿って・～のままの","【造語】 (de)新辞書移行以前",0,0,0,""
"vala","","【訳語】
～の裏で
【用例】 【前置詞】 (de)",0,0,0,""
"vin","","【訳語】
向こう
【用例】 【前置詞】 (de)",0,0,0,""
"asse","〈代名詞〉 それ
〈名詞〉 その","【造語】 (de)新辞書移行以前
cf:〈似義〉 yezqi",0,0,0,""
"azqi","〈代名詞〉 こんな
〈形容詞〉 このような
〈副詞〉 このように","【造語】 (de)新辞書移行以前
cf:〈似義〉 osse",0,0,0,""
"caixe","","【訳語】
あの人
【用例】 【代名詞】 (de)",0,0,0,""
"caluk","","【訳語】
彼
【用例】 【代名詞】 (de)",0,0,0,""
"chel","","【訳語】
彼女
【用例】 【代名詞】 (de)",0,0,0,""
"egqsse","","【訳語】
あなたの
【用例】 【代名詞】相手の持っているもの、または相手の領域にある物を指す。 (de)",0,0,0,""
"esse","","【訳語】
あの
【用例】 【代名詞】 (de)",0,0,0,""
"inqsse","","【訳語】
観衆・その他大勢
【用例】 【代名詞】 (de)",0,0,0,""
"kyla","","【訳語】
あなた
【用例】 【代名詞】 (le)",0,0,0,""
"lar","〈代名詞〉 彼・彼女・彼奴","【語法】 自分と相手以外の者の事を話すときに主語代わりに使う代名詞。 性はない。
【造語】 (de)新辞書移行以前
cf:〈似義〉 yenk",0,0,0,""
"lay","","【訳語】
僕
【用例】 【代名詞】丁寧形の一つ、全体の中の一人である自分のことを指して言う。一般的に余り良い意味ではない (de)",0,0,0,""
"lirse","","【訳語】
それ
【用例】 【代名詞】目視でき、しかし手元にはないものを指す。 (de)",0,0,0,""
"niy'yei","〈代名詞〉 誰・だれ","【造語】 このうちの誰より　などの誰、不定の代名詞
【造語】 (de)新辞書移行以前
cf:〈派生〉 qursse",0,0,0,""
"osse","〈代名詞〉 これ
〈形容詞〉 この","【語法】 近くにあるもの、または既に話題に出た名詞の代わりに使用する。
【造語】 (de)新辞書移行以前
cf:〈似義〉 azqi",0,0,0,""
"pegdi","","【訳語】
妻・婚約者
【用例】 【代名詞】 (de)",0,0,0,""
"Qeince","〈代名詞〉 誰かが・誰かを","【語法】 主語が不明な時に使う。
【造語】 (de)新辞書移行以前",0,0,0,""
"qursse","〈代名詞〉 誰が・誰もが","【造語】 主語としてのniy'yei。
【造語】 (de)新辞書移行以前
cf:〈派生〉 niy'yei",0,0,0,""
"tew","","【訳語】
貴方・君・そちら
【用例】 【代名詞】kylaの丁寧な形 (de)",0,0,0,""
"we","〈代名詞〉 私・我・わたし","【語法】 私、複数形で私達、稀にwesとも発音する。もっとも中核的な一人称。
【造語】 (de)新辞書移行以前",0,0,0,""
"wey","","【訳語】
私(ワタクシ)
【用例】 【代名詞】丁寧系の一つ、相手を上げる言い方。 (de)",0,0,0,""
"Xine","〈代名詞〉 あそこ・(指を指して)そこ","【造語】 (de)新辞書移行以前",0,0,0,""
"yuta","","【訳語】
何か
【用例】 【代名詞】 (de)",0,0,0,""
"cel","","【訳語】
シェル
【用例】 【単位】デーレ界で使われる年の単位、デーレ暦とも訳す。 (de)",0,0,0,""
"cykk","","【訳語】
日
【用例】 【単位】 (de)",0,0,0,""
"delk","","【訳語】
デルク
【用例】 【単位】通貨単位、主にderle地方とその元属国などで使われる。 (de)",0,0,0,""
"eCrgin","","【訳語】
第○段階
【用例】 【単位】iZdの類語、これは特に具体的なものに使う。 (de)",0,0,0,""
"iZd","","【訳語】
バージョン
【用例】 【単位】eCrginの類語、第何段階などのように○iZdのように使う、抽象的なものに使う。 (de)",0,0,0,""
"kukk","","【訳語】
時
【用例】 【単位】 (de)",0,0,0,""
"nakk","","【訳語】
分
【用例】 【単位】 (de)",0,0,0,""
"qr'a","〈名詞〉 ニーア
〈単位〉 ニーア","【語法】 通貨の単位、主にニャン大陸で使われる。旧いQaNQarより移行した。
【造語】 (de)新辞書移行以前
【変更】 h291102 qrA qr'a (de)",0,0,0,""
"vakk","","【訳語】
秒
【用例】 【単位】 (de)",0,0,0,""
"xakk","","【訳語】
歳
【用例】 【単位】 (de)",0,0,0,""
"adelni","〈動詞〉 石打ちする
〈名詞〉 石打ち","【造語】 (le)新辞書移行以前
cf: adezin",0,0,0,""
"aguli","〈動詞〉 一寸にする・遠慮する","【造語】 (de)新辞書移行以前",0,0,0,""
"akac","〈動詞〉 変わる・変化する","【造語】 (de)新辞書移行以前",0,0,0,""
"akCaq","〈動詞〉 救う・助ける","【造語】 (de)新辞書移行以前",0,0,0,""
"aken","〈動詞〉 考える・希哲する","【造語】 (de)新辞書移行以前",0,0,0,""
"aklas","〈動詞〉 咲く","【造語】 (de)新辞書移行以前",0,0,0,""
"akorg","〈名詞〉 造語
〈動詞〉 造語する","【造語】 (de)新辞書移行以前",0,0,0,""
"alged","〈動詞〉 (罰や暴力などを)受ける","【語法】 転じて「受身をとる」
【造語】 (de)新辞書移行以前",0,0,0,""
"amunow","〈動詞〉 苦労する","【造語】 (de)新辞書移行以前",0,0,0,""
"antent","〈動詞〉 写す, 写生する
〈形容詞〉 生き写しの","【造語】 (de)新辞書移行以前",0,0,0,""
"arqs","〈動詞〉 思い込む","【造語】 (de)新辞書移行以前",0,0,0,""
"aritto","〈動詞〉 止まる・中止される","【造語】 (de)新辞書移行以前
【変更】 h291213 art aritto (de)",0,0,0,""
"attyela","〈動詞〉 形容する・修飾する","【造語】 (de)新辞書移行以前",0,0,0,""
"ayein","〈動詞〉 足す・加算する","【造語】 (de)新辞書移行以前",0,0,0,""
"ayn","〈動詞〉 射る","【造語】 (de)新辞書移行以前",0,0,0,""
"azapes","〈動詞〉 手放す・失う","【造語】 (de)新辞書移行以前",0,0,0,""
"banQal","〈動詞〉 なかったことにする・消す・削除する","【造語】 (de)新辞書移行以前",0,0,0,""
"banTin","","【訳語】
~のふりをする
【用例】 【動詞】 (de)",0,0,0,""
"belni","","【訳語】
拍手をする
【用例】 【動詞】 (de)",0,0,0,""
"bens","","【訳語】
(花等が)散る
【用例】 【動詞】 (de)",0,0,0,""
"bermo","","【訳語】
散乱する
【用例】 【動詞】 (de)",0,0,0,""
"caow","","【訳語】
走る
【用例】 【動詞】 (de)",0,0,0,""
"car","","【訳語】
生み出す
【用例】 【動詞】 (de)",0,0,0,""
"cef","","【訳語】
見つめる・じっと観測する
【用例】 【動詞】 (de)",0,0,0,""
"cekten","","【訳語】
歩く
【用例】 【動詞】 (de)",0,0,0,""
"Cente","","【訳語】
輝く
【用例】 【動詞】 (de)",0,0,0,""
"Cgy","","【訳語】
悩む
【用例】 【動詞】 (de)",0,0,0,""
"cp","","【訳語】
進む
【用例】 【動詞】 (de)",0,0,0,""
"crj","","【訳語】
計算
【用例】 【動詞】 (de)",0,0,0,""
"Cxin","","【訳語】
歌う
【用例】 【動詞】 (de)",0,0,0,""
"dent'ail","","【訳語】
なくなる、失われる、無くす
【用例】 【動詞】 (de)",0,0,0,""
"derkente","","【訳語】
手をつなぐ
【用例】 【動詞】 (de)",0,0,0,""
"donowla","","【訳語】
準備
【用例】 【動詞】 (de)",0,0,0,""
"dort","","【訳語】
死ぬ
【用例】 【動詞】 (de)",0,0,0,""
"edylot","〈動詞〉 消す・削る","【語法】 banQalより弱い。
【造語】 (de)新辞書移行以前",0,0,0,""
"ekatt","〈動詞〉 完成する","【造語】 (de)新辞書移行以前",0,0,0,""
"elence","〈動詞〉 並べる
〈動詞〉 掛ける・掛け算する","【語法】 出人は掛け算のことを”nをm個並べる”(elence n m)と言い、それは後に演算子として数字と数字の間に収まった。
【造語】 (de)新辞書移行以前",0,0,0,""
"elib","","【訳語】
出会う
【用例】 【動詞】 (de)",0,0,0,""
"enast","","【訳語】
教えてもらう
【用例】 【動詞】 (le)",0,0,0,""
"enest","","【訳語】
伝える
【用例】 【動詞】 (de)",0,0,0,""
"enia","","【訳語】
教える
【用例】 【動詞】 (le)",0,0,0,""
"esiaty","","【訳語】
発生
【用例】 【動詞】 (de)",0,0,0,""
"esscl","","【訳語】
整頓・掃除
【用例】 【動詞】 (de)",0,0,0,""
"etyskks","","【訳語】
錬金する
【用例】 【動詞】 (de)",0,0,0,""
"fecy","","【訳語】
貼り付ける・接着する
【用例】 【動詞】 (de)",0,0,0,""
"FlaDs","","【訳語】
掘り出す
【用例】 【動詞】 (de)",0,0,0,""
"fog","〈動詞〉 言う・伝える","【造語】 (de)新辞書移行以前",0,0,0,""
"goda","","【訳語】
求める・望む
【用例】 【動詞】 (de)",0,0,0,""
"goon","","【訳語】
ほしがる
【用例】 【動詞】 (de)",0,0,0,""
"gr'rin","","【訳語】
描く
【用例】 【動詞】 (de)",0,0,0,""
"gulain","","【訳語】
怒る
【用例】 【動詞】 (de)",0,0,0,""
"hakkm","","【訳語】
あげる
【用例】 【動詞】 (de)",0,0,0,""
"hayl","","【訳語】
構える・張り込む
【用例】 【動詞】 (de)",0,0,0,""
"hekum","","【訳語】
貰う
【用例】 【動詞】 (de)",0,0,0,""
"hhik","","【訳語】
書く
【用例】 【動詞】 (de)",0,0,0,""
